"","ModuleColors","genes"
"4663","blue","GPR183"
"4679","blue","GPR61"
"4688","blue","GPR82"
"4697","blue","GPRC5A"
"4701","blue","GPRC6A"
"4710","blue","GPX2"
"4721","blue","GRAP2"
"4753","blue","GRPR"
"4794","blue","GTF2IRD2"
"4807","blue","GTSF1L"
"4809","blue","GUCA1C"
"4820","blue","GUSBP1"
"4821","blue","GUSBP3"
"4827","blue","GYPA"
"4853","blue","HAO1"
"4869","blue","HAVCR1"
"4870","blue","HAVCR2"
"4874","blue","HBD"
"4887","blue","HCG22"
"4898","blue","HCRTR1"
"4899","blue","HCRTR2"
"4972","blue","HHLA3"
"4975","blue","HIC1"
"4990","blue","HIPK3"
"5001","blue","HIST1H2AG"
"5009","blue","HIST1H2BO"
"5029","blue","HLA-DOA"
"5097","blue","HOXA11"
"5098","blue","HOXA13"
"5102","blue","HOXA6"
"5109","blue","HOXB5"
"5111","blue","HOXB7"
"5118","blue","HOXD4"
"5123","blue","HPD"
"5127","blue","HPS1"
"5156","blue","HSD11B1"
"5158","blue","HSD17B12"
"5195","blue","HTR1B"
"5196","blue","HTR1D"
"5214","blue","HYAL4"
"5253","blue","IFIT1B"
"5269","blue","IFNW1"
"5286","blue","IGF2-AS"
"5302","blue","IGHV3OR16-13"
"5321","blue","IKZF3"
"5326","blue","IL11"
"5335","blue","IL15"
"5349","blue","IL1B"
"5352","blue","IL1F8"
"5353","blue","IL1F9"
"5369","blue","IL23R"
"5377","blue","IL2RB"
"5378","blue","IL2RG"
"5381","blue","IL4"
"5416","blue","INGX"
"5437","blue","INSIG1"
"5442","blue","INSL6"
"5450","blue","INTS4L1"
"5476","blue","IQCH"
"5479","blue","IQGAP3"
"5507","blue","IRX6"
"5511","blue","ISG20"
"5513","blue","ISL1"
"5520","blue","ISX"
"5523","blue","ITCH"
"5528","blue","ITGA11"
"5552","blue","ITIH3"
"5561","blue","ITPK1-AS1"
"5602","blue","JPH1"
"5627","blue","KBTBD10"
"5651","blue","KCND2"
"5691","blue","KCNK9"
"5744","blue","KIAA0087"
"5755","blue","KIAA0317"
"5791","blue","KIAA1731"
"5803","blue","KIF12"
"5817","blue","KIF24"
"5835","blue","KIR2DL4"
"5838","blue","KIR3DH5"
"5850","blue","KLB"
"5861","blue","KLF17"
"5877","blue","KLHL1"
"5920","blue","KLRF1"
"5922","blue","KLRK1"
"5951","blue","KRT25"
"5953","blue","KRT2B"
"5956","blue","KRT33B"
"5957","blue","KRT34"
"5962","blue","KRT40"
"5970","blue","KRT81"
"5971","blue","KRT82"
"5982","blue","KRTAP13-4"
"5986","blue","KRTAP4-1"
"5988","blue","KRTAP7-1"
"6012","blue","LALBA"
"6029","blue","LANCL3"
"6068","blue","LCT"
"6080","blue","LEFTY1"
"6095","blue","LGALS13"
"6107","blue","LGR6"
"6111","blue","LHFPL1"
"6116","blue","LHX5"
"6118","blue","LHX8"
"6132","blue","LILRB5"
"6141","blue","LIMS2"
"6146","blue","LIN54"
"6151","blue","LINC00029"
"6160","blue","LINC00165"
"6166","blue","LINC00277"
"6167","blue","LINC00284"
"6178","blue","LINC00328"
"6190","blue","LINC00488"
"6197","blue","LINC00567"
"6201","blue","LINC00597"
"6204","blue","LINC00608"
"6213","blue","LIPI"
"6214","blue","LIPM"
"6241","blue","LOC100049716"
"6252","blue","LOC100128554"
"6265","blue","LOC100130502"
"6291","blue","LOC100169752"
"6292","blue","LOC100170939"
"6296","blue","LOC100268168"
"6297","blue","LOC100270804"
"6316","blue","LOC100288224"
"6329","blue","LOC100291666"
"6334","blue","LOC100294358"
"6339","blue","LOC100505478"
"6340","blue","LOC100507637"
"6341","blue","LOC113230"
"6343","blue","LOC116437"
"6344","blue","LOC127841"
"6347","blue","LOC144742"
"6352","blue","LOC148145"
"6355","blue","LOC148709"
"6356","blue","LOC148824"
"6368","blue","LOC154822"
"6370","blue","LOC158376"
"6374","blue","LOC201651"
"6380","blue","LOC255025"
"6383","blue","LOC255512"
"6394","blue","LOC283867"
"6397","blue","LOC284379"
"6404","blue","LOC284912"
"6408","blue","LOC285419"
"6409","blue","LOC285501"
"6410","blue","LOC285548"
"6412","blue","LOC285627"
"6415","blue","LOC286126"
"6417","blue","LOC286367"
"6422","blue","LOC339316"
"6423","blue","LOC339535"
"6425","blue","LOC339788"
"6427","blue","LOC340094"
"6428","blue","LOC374443"
"6433","blue","LOC388692"
"6443","blue","LOC400684"
"6446","blue","LOC400794"
"6469","blue","LOC642426"
"6471","blue","LOC643037"
"6483","blue","LOC646762"
"6486","blue","LOC649305"
"6491","blue","LOC693267"
"6497","blue","LOC693291"
"6520","blue","LOC693513"
"6527","blue","LOC693573"
"6571","blue","LOC693907"
"6573","blue","LOC693912"
"6584","blue","LOC694019"
"6594","blue","LOC694111"
"6602","blue","LOC694161"
"6616","blue","LOC694333"
"6630","blue","LOC694466"
"6678","blue","LOC694917"
"6691","blue","LOC695014"
"6696","blue","LOC695097"
"6717","blue","LOC695212"
"6722","blue","LOC695266"
"6727","blue","LOC695321"
"6728","blue","LOC695322"
"6732","blue","LOC695349"
"6750","blue","LOC695451"
"6781","blue","LOC695717"
"6782","blue","LOC695721"
"6787","blue","LOC695749"
"6797","blue","LOC695817"
"6835","blue","LOC696059"
"6844","blue","LOC696114"
"6865","blue","LOC696256"
"6907","blue","LOC696558"
"6942","blue","LOC696805"
"6958","blue","LOC696905"
"6975","blue","LOC696984"
"6981","blue","LOC697019"
"7013","blue","LOC697254"
"7040","blue","LOC697447"
"7055","blue","LOC697549"
"7058","blue","LOC697584"
"7060","blue","LOC697592"
"7077","blue","LOC697700"
"7078","blue","LOC697706"
"7085","blue","LOC697791"
"7102","blue","LOC697900"
"7110","blue","LOC697971"
"7112","blue","LOC697977"
"7125","blue","LOC698063"
"7173","blue","LOC698390"
"7174","blue","LOC698395"
"7179","blue","LOC698415"
"7201","blue","LOC698649"
"7212","blue","LOC698731"
"7217","blue","LOC698781"
"7232","blue","LOC698906"
"7234","blue","LOC698909"
"7248","blue","LOC699021"
"7257","blue","LOC699060"
"7259","blue","LOC699092"
"7264","blue","LOC699118"
"7296","blue","LOC699358"
"7310","blue","LOC699419"
"7315","blue","LOC699430"
"7362","blue","LOC699788"
"7387","blue","LOC699976"
"7389","blue","LOC699986"
"7396","blue","LOC700105"
"7404","blue","LOC700181"
"7407","blue","LOC700208"
"7414","blue","LOC700246"
"7458","blue","LOC700588"
"7464","blue","LOC700645"
"7474","blue","LOC700699"
"7496","blue","LOC700931"
"7507","blue","LOC701027"
"7509","blue","LOC701037"
"7538","blue","LOC701364"
"7551","blue","LOC701481"
"7559","blue","LOC701515"
"7567","blue","LOC701573"
"7572","blue","LOC701628"
"7574","blue","LOC701631"
"7604","blue","LOC701868"
"7619","blue","LOC701992"
"7621","blue","LOC702013"
"7632","blue","LOC702093"
"7640","blue","LOC702145"
"7653","blue","LOC702242"
"7669","blue","LOC702340"
"7670","blue","LOC702351"
"7672","blue","LOC702369"
"7686","blue","LOC702524"
"7691","blue","LOC702550"
"7727","blue","LOC702914"
"7753","blue","LOC703126"
"7758","blue","LOC703153"
"7774","blue","LOC703291"
"7776","blue","LOC703304"
"7777","blue","LOC703329"
"7784","blue","LOC703423"
"7786","blue","LOC703449"
"7791","blue","LOC703498"
"7797","blue","LOC703527"
"7802","blue","LOC703618"
"7804","blue","LOC703622"
"7814","blue","LOC703705"
"7823","blue","LOC703768"
"7824","blue","LOC703769"
"7827","blue","LOC703782"
"7833","blue","LOC703828"
"7853","blue","LOC703932"
"7857","blue","LOC703963"
"7882","blue","LOC704163"
"7897","blue","LOC704305"
"7901","blue","LOC704324"
"7914","blue","LOC704463"
"7916","blue","LOC704486"
"7917","blue","LOC704489"
"7920","blue","LOC704523"
"7930","blue","LOC704614"
"7947","blue","LOC704792"
"7948","blue","LOC704800"
"7959","blue","LOC704883"
"7963","blue","LOC704947"
"7966","blue","LOC704989"
"7974","blue","LOC705107"
"7978","blue","LOC705138"
"7979","blue","LOC705141"
"7992","blue","LOC705278"
"8027","blue","LOC705572"
"8040","blue","LOC705678"
"8050","blue","LOC705809"
"8060","blue","LOC705885"
"8077","blue","LOC706021"
"8085","blue","LOC706106"
"8088","blue","LOC706117"
"8089","blue","LOC706118"
"8096","blue","LOC706221"
"8100","blue","LOC706245"
"8110","blue","LOC706330"
"8111","blue","LOC706331"
"8121","blue","LOC706408"
"8124","blue","LOC706425"
"8128","blue","LOC706441"
"8130","blue","LOC706443"
"8139","blue","LOC706478"
"8153","blue","LOC706631"
"8176","blue","LOC706907"
"8186","blue","LOC706992"
"8187","blue","LOC707006"
"8202","blue","LOC707153"
"8212","blue","LOC707248"
"8216","blue","LOC707282"
"8235","blue","LOC707408"
"8238","blue","LOC707419"
"8256","blue","LOC707552"
"8265","blue","LOC707620"
"8273","blue","LOC707654"
"8299","blue","LOC707814"
"8304","blue","LOC707835"
"8307","blue","LOC707853"
"8313","blue","LOC707931"
"8345","blue","LOC708200"
"8364","blue","LOC708317"
"8366","blue","LOC708328"
"8372","blue","LOC708353"
"8395","blue","LOC708528"
"8400","blue","LOC708541"
"8418","blue","LOC708657"
"8431","blue","LOC708733"
"8435","blue","LOC708770"
"8474","blue","LOC708976"
"8481","blue","LOC708989"
"8492","blue","LOC709052"
"8511","blue","LOC709152"
"8519","blue","LOC709179"
"8540","blue","LOC709301"
"8546","blue","LOC709324"
"8554","blue","LOC709371"
"8555","blue","LOC709381"
"8558","blue","LOC709401"
"8564","blue","LOC709427"
"8568","blue","LOC709453"
"8576","blue","LOC709477"
"8602","blue","LOC709619"
"8603","blue","LOC709624"
"8608","blue","LOC709651"
"8611","blue","LOC709660"
"8679","blue","LOC710077"
"8681","blue","LOC710090"
"8704","blue","LOC710192"
"8710","blue","LOC710230"
"8721","blue","LOC710276"
"8737","blue","LOC710361"
"8745","blue","LOC710408"
"8746","blue","LOC710423"
"8761","blue","LOC710526"
"8771","blue","LOC710552"
"8773","blue","LOC710565"
"8786","blue","LOC710627"
"8788","blue","LOC710639"
"8825","blue","LOC710821"
"8873","blue","LOC711039"
"8874","blue","LOC711048"
"8876","blue","LOC711053"
"8878","blue","LOC711066"
"8880","blue","LOC711084"
"8897","blue","LOC711191"
"8906","blue","LOC711229"
"8908","blue","LOC711252"
"8914","blue","LOC711291"
"8923","blue","LOC711325"
"8961","blue","LOC711561"
"8968","blue","LOC711625"
"8972","blue","LOC711637"
"8977","blue","LOC711691"
"8981","blue","LOC711702"
"8993","blue","LOC711776"
"9003","blue","LOC711853"
"9013","blue","LOC711881"
"9037","blue","LOC711998"
"9045","blue","LOC712069"
"9059","blue","LOC712137"
"9072","blue","LOC712255"
"9081","blue","LOC712304"
"9083","blue","LOC712309"
"9098","blue","LOC712378"
"9111","blue","LOC712440"
"9149","blue","LOC712670"
"9156","blue","LOC712733"
"9167","blue","LOC712822"
"9174","blue","LOC712847"
"9176","blue","LOC712883"
"9210","blue","LOC713108"
"9220","blue","LOC713151"
"9237","blue","LOC713225"
"9240","blue","LOC713239"
"9260","blue","LOC713375"
"9265","blue","LOC713396"
"9274","blue","LOC713438"
"9277","blue","LOC713457"
"9278","blue","LOC713458"
"9283","blue","LOC713474"
"9311","blue","LOC713640"
"9322","blue","LOC713715"
"9352","blue","LOC713846"
"9360","blue","LOC713892"
"9365","blue","LOC713909"
"9381","blue","LOC713982"
"9403","blue","LOC714130"
"9430","blue","LOC714282"
"9476","blue","LOC714580"
"9478","blue","LOC714592"
"9485","blue","LOC714618"
"9508","blue","LOC714785"
"9519","blue","LOC714840"
"9532","blue","LOC714888"
"9535","blue","LOC714905"
"9544","blue","LOC714972"
"9550","blue","LOC715022"
"9570","blue","LOC715137"
"9601","blue","LOC715289"
"9614","blue","LOC715342"
"9636","blue","LOC715488"
"9642","blue","LOC715533"
"9657","blue","LOC715653"
"9665","blue","LOC715677"
"9669","blue","LOC715690"
"9674","blue","LOC715716"
"9685","blue","LOC715759"
"9710","blue","LOC715927"
"9719","blue","LOC715976"
"9727","blue","LOC716014"
"9742","blue","LOC716109"
"9749","blue","LOC716158"
"9764","blue","LOC716249"
"9803","blue","LOC716482"
"9809","blue","LOC716522"
"9811","blue","LOC716559"
"9812","blue","LOC716561"
"9824","blue","LOC716617"
"9825","blue","LOC716627"
"9837","blue","LOC716667"
"9850","blue","LOC716714"
"9868","blue","LOC716849"
"9870","blue","LOC716856"
"9914","blue","LOC717062"
"9916","blue","LOC717082"
"9917","blue","LOC717086"
"9941","blue","LOC717241"
"9958","blue","LOC717330"
"9980","blue","LOC717458"
"9986","blue","LOC717477"
"10012","blue","LOC717635"
"10047","blue","LOC717831"
"10069","blue","LOC717924"
"10073","blue","LOC717940"
"10074","blue","LOC717946"
"10094","blue","LOC718045"
"10098","blue","LOC718080"
"10124","blue","LOC718205"
"10151","blue","LOC718383"
"10195","blue","LOC718630"
"10203","blue","LOC718677"
"10209","blue","LOC718720"
"10231","blue","LOC718857"
"10249","blue","LOC718946"
"10251","blue","LOC718963"
"10252","blue","LOC718975"
"10258","blue","LOC718989"
"10271","blue","LOC719052"
"10273","blue","LOC719056"
"10280","blue","LOC719077"
"10288","blue","LOC719116"
"10299","blue","LOC719179"
"10331","blue","LOC719395"
"10342","blue","LOC719441"
"10350","blue","LOC719492"
"10365","blue","LOC719560"
"10370","blue","LOC719594"
"10384","blue","LOC719673"
"10395","blue","LOC719747"
"10396","blue","LOC719748"
"10404","blue","LOC719781"
"10414","blue","LOC719887"
"10416","blue","LOC719891"
"10420","blue","LOC719921"
"10431","blue","LOC719961"
"10470","blue","LOC720183"
"10473","blue","LOC720188"
"10478","blue","LOC720233"
"10482","blue","LOC720251"
"10484","blue","LOC720269"
"10505","blue","LOC720405"
"10525","blue","LOC720625"
"10549","blue","LOC720913"
"10561","blue","LOC721010"
"10584","blue","LOC721155"
"10598","blue","LOC721231"
"10613","blue","LOC721357"
"10616","blue","LOC721382"
"10642","blue","LOC721566"
"10684","blue","LOC721819"
"10700","blue","LOC721908"
"10703","blue","LOC721915"
"10727","blue","LOC722080"
"10754","blue","LOC722190"
"10799","blue","LOC722456"
"10806","blue","LOC722502"
"10812","blue","LOC722539"
"10814","blue","LOC722561"
"10826","blue","LOC722672"
"10838","blue","LOC722757"
"10840","blue","LOC722771"
"10866","blue","LOC728095"
"10867","blue","LOC728190"
"10875","blue","LOC729652"
"10880","blue","LOC730101"
"10885","blue","LOC732275"
"10893","blue","LOC90834"
"10908","blue","LPAR4"
"10953","blue","LRRC10"
"10959","blue","LRRC19"
"10963","blue","LRRC25"
"10968","blue","LRRC31"
"10998","blue","LRRC8E"
"11006","blue","LRRN4"
"11048","blue","LY6G5C"
"11055","blue","LYG1"
"11081","blue","MAB21L3"
"11082","blue","MACC1"
"11099","blue","MAGEA11"
"11103","blue","MAGEB18"
"11124","blue","MALT1"
"11142","blue","MAMU-I"
"11171","blue","MAP3K2"
"11214","blue","MAS1"
"11233","blue","MB"
"11244","blue","MBOAT1"
"11250","blue","MC2R"
"11262","blue","MCHR2"
"11271","blue","MCM6"
"11311","blue","MED17"
"11312","blue","MED18"
"11314","blue","MED20"
"11381","blue","MFAP1"
"11389","blue","MFN2"
"11408","blue","MGC11082"
"11413","blue","MGC16275"
"11414","blue","MGC23270"
"11441","blue","MICALCL"
"11455","blue","MIOX"
"11462","blue","MIR147B"
"11505","blue","MLLT4-AS1"
"11508","blue","MLNR"
"11519","blue","MMP1"
"11520","blue","MMP10"
"11522","blue","MMP12"
"11562","blue","MORC1"
"11601","blue","MPZL2"
"11603","blue","MRAP"
"11613","blue","MRGPRX2"
"11687","blue","MS4A5"
"11688","blue","MS4A6A"
"11703","blue","MSR1"
"11721","blue","MTCP1"
"11754","blue","MTTP"
"11760","blue","MUC20"
"11769","blue","MUSK"
"11784","blue","MYBL1"
"11788","blue","MYBPH"
"11800","blue","MYH13"
"11817","blue","MYLK4"
"11852","blue","MZB1"
"11886","blue","NAIF1"
"11908","blue","NAT1"
"11912","blue","NAT2"
"11933","blue","NCCRP1"
"11936","blue","NCF2"
"11948","blue","NCR1"
"12030","blue","NEUROD4"
"12077","blue","NHLRC4"
"12097","blue","NKG2D"
"12103","blue","NKX3-1"
"12114","blue","NLRP10"
"12115","blue","NLRP11"
"12120","blue","NLRP4"
"12176","blue","NOTUM"
"12179","blue","NOX1"
"12182","blue","NOX5"
"12201","blue","NPHP3-AS1"
"12220","blue","NPY2R"
"12244","blue","NRAP"
"12250","blue","NRCAM"
"12343","blue","NUP210L"
"12346","blue","NUP43"
"12380","blue","OCLN"
"12381","blue","OCM"
"12386","blue","ODF3"
"12397","blue","OGN"
"12419","blue","OPN1LW"
"12421","blue","OPN5"
"12422","blue","OPRD1"
"12428","blue","OR10A7"
"12430","blue","OR10G3"
"12433","blue","OR10P1"
"12436","blue","OR12D3"
"12440","blue","OR1F1"
"12448","blue","OR2AT4"
"12449","blue","OR2B3"
"12454","blue","OR2J2"
"12459","blue","OR4B1"
"12462","blue","OR4D5"
"12466","blue","OR4F15"
"12469","blue","OR4K1"
"12476","blue","OR4N4"
"12477","blue","OR4N5"
"12480","blue","OR51E1"
"12483","blue","OR51M1"
"12487","blue","OR52W1"
"12488","blue","OR5A2"
"12489","blue","OR5AN1"
"12490","blue","OR5AP2"
"12491","blue","OR5AU1"
"12493","blue","OR5F1"
"12495","blue","OR5K1"
"12500","blue","OR5V1"
"12501","blue","OR6C4"
"12508","blue","OR8B4"
"12511","blue","OR8H3"
"12513","blue","OR8K1"
"12515","blue","OR9K2"
"12545","blue","OSTBETA"
"12553","blue","OTP"
"12567","blue","OXGR1"
"12572","blue","OXTR"
"12583","blue","P2RY2"
"12585","blue","P2RY6"
"12589","blue","P4HA3"
"12606","blue","PADI3"
"12615","blue","PAH"
"12671","blue","PARP3"
"12680","blue","PATE2"
"12687","blue","PAX3"
"12702","blue","PCBP1-AS1"
"12727","blue","PCDHB16"
"12728","blue","PCDHB2"
"12733","blue","PCDHB8"
"12736","blue","PCED1B-AS1"
"12759","blue","PCSK6"
"12767","blue","PDC"
"12777","blue","PDCL2"
"12793","blue","PDE6C"
"12795","blue","PDE6H"
"12805","blue","PDHA2"
"12861","blue","PEX10"
"12915","blue","PHEX"
"12945","blue","PHOX2B"
"12951","blue","PI15"
"12991","blue","PIK3CG"
"13026","blue","PIWIL3"
"13055","blue","PLA2G2A"
"13056","blue","PLA2G2D"
"13075","blue","PLBD2"
"13120","blue","PLG"
"13121","blue","PLGLB2"
"13139","blue","PLSCR2"
"13155","blue","PMAIP1"
"13176","blue","PNLIPRP1"
"13209","blue","POLH"
"13238","blue","POM121L2"
"13240","blue","POM121L9P"
"13261","blue","POU4F2"
"13265","blue","POU6F2"
"13330","blue","PPP1R3D"
"13337","blue","PPP2R2A"
"13364","blue","PPYR1"
"13371","blue","PRAMEF9"
"13389","blue","PRELID2"
"13391","blue","PREPL"
"13408","blue","PRKAG3"
"13427","blue","PRL"
"13449","blue","PROX2"
"13463","blue","PRPH"
"13464","blue","PRPH2"
"13465","blue","PRPS1L1"
"13477","blue","PRR20A"
"13489","blue","PRRX1"
"13498","blue","PRSS37"
"13500","blue","PRSS48"
"13502","blue","PRSS54"
"13515","blue","PSG4"
"13523","blue","PSMA8"
"13526","blue","PSMB11"
"13558","blue","PTCD1"
"13563","blue","PTCRA"
"13571","blue","PTGES3"
"13577","blue","PTH"
"13646","blue","PVRL4"
"13650","blue","PWRN2"
"13691","blue","RAB27B"
"13702","blue","RAB39"
"13734","blue","RAC2"
"13823","blue","RASSF9"
"13948","blue","RFX6"
"13955","blue","RGL4"
"13960","blue","RGPD1"
"13989","blue","RHD"
"14002","blue","RHOXF1"
"14004","blue","RHPN1-AS1"
"14026","blue","RIPK3"
"14078","blue","RNF170"
"14123","blue","ROS1"
"14224","blue","RRN3P1"
"14231","blue","RRP1B"
"14253","blue","RTDR1"
"14295","blue","S100A7A"
"14302","blue","S100Z"
"14326","blue","SAMD9"
"14327","blue","SAMSN1"
"14341","blue","SASH3"
"14373","blue","SCGB1C1"
"14374","blue","SCGB1D1"
"14383","blue","SCN10A"
"14384","blue","SCN11A"
"14394","blue","SCN9A"
"14396","blue","SCNN1A"
"14438","blue","SEC14L2"
"14440","blue","SEC14L4"
"14463","blue","SEL1L2"
"14467","blue","SELL"
"14489","blue","SEMG1P"
"14525","blue","SERPINA12"
"14531","blue","SERPINA7"
"14532","blue","SERPINA9"
"14536","blue","SERPINB2"
"14539","blue","SERPINB5"
"14612","blue","SGOL1"
"14624","blue","SH2D2A"
"14625","blue","SH2D3A"
"14646","blue","SH3RF3-AS1"
"14647","blue","SH3TC2"
"14648","blue","SH3YL1"
"14659","blue","SHISA3"
"14667","blue","SHPK"
"14679","blue","SIGLEC1"
"14681","blue","SIGLEC11"
"14689","blue","SIK1"
"14694","blue","SIM1"
"14710","blue","SIT1"
"14733","blue","SLC10A2"
"14740","blue","SLC12A3"
"14750","blue","SLC13A4"
"14753","blue","SLC15A1"
"14757","blue","SLC16A1"
"14769","blue","SLC17A2"
"14783","blue","SLC1A5"
"14787","blue","SLC22A11"
"14792","blue","SLC22A4"
"14842","blue","SLC26A4-AS1"
"14870","blue","SLC30A8"
"14894","blue","SLC36A3"
"14897","blue","SLC37A2"
"14940","blue","SLC4A9"
"14945","blue","SLC5A12"
"14948","blue","SLC5A4"
"14950","blue","SLC5A7"
"14955","blue","SLC6A14"
"14969","blue","SLC6A9"
"14972","blue","SLC7A13"
"14986","blue","SLC9A3"
"14987","blue","SLC9A3R2"
"14993","blue","SLC9C2"
"14995","blue","SLCO1B1"
"15005","blue","SLFN5"
"15006","blue","SLIRP"
"15062","blue","SMR3A"
"15077","blue","SNAI3"
"15127","blue","SNX25"
"15146","blue","SOCS6"
"15166","blue","SOX13"
"15167","blue","SOX17"
"15176","blue","SOX7"
"15200","blue","SPAM1"
"15201","blue","SPANXN"
"15205","blue","SPATA13"
"15218","blue","SPATA6L"
